DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1445827686,2/24/2025 4:06:37 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1678,Production Cell#C,RXBR021324,RXBR021338,Pls refer to DMR Attachment,910/768,205839905,MRL08 DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1444470568)Affected go for Dummy Glide(Start RTV DMR Retest Lot)(MRL08)(TA:RMADM1)DS:205839900(SA"T"Q9)+LPE+MDW out as MARLB CSO DS:210156100(HB)+Remarks:CSO,W1444403389W1444403345W1450321393,After Glide	 Total Pend MDW FG DS	1640 Scrap	38 DS  Qty=1640pcs	 ,3/1/2025 2:18:01 PM,0,1640,1640,38,Kit Hiong Chan,MDW IN	1640 Total FG DS	1610 Total Scrap	30 MDW DS Yield	98% ,3/5/2025 2:41:51 PM,0,1610,1610,30,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$292.40
W1443092710,2/14/2025 8:39:56 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4480,Production Cell#C,RXBR021303,,R25P44107KRTRTV(80450455),,208956003,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS(Web DMR#W1439295637)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1890pcs UAI&Ship+Affected=2590pcs go CC sorting Non Affecetd=2100pcs UAI&Ship+affected=490pcs go for scrap,2/18/2025 8:33:27 AM,0,3990,3990,490,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$2107.00
W1443101767,2/14/2025 9:18:47 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2730,Production Cell#C,N/A,,R25P44106KRTRTV(80450426),,208956103,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS(Web DMR#W1435652864)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI&Ship+affected go for  ReIE+MDW Tighten Aperio Test Rev5+R:Prime RTV Lot,W1443990403,After Cassette Level Sorting Non Affected=1155pcs UAI&Ship +Affected=1575pcs go CC sorting Non Affecetd=0 UAI&Ship+affected=1575pcs refer to DMR#W1443990403 go for ReIE,2/18/2025 5:50:04 PM,0,2730,2730,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1443153281,2/14/2025 10:50:59 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3150,Production Cell#C,RXBR021303,,R25J44085WXIRTV(80450321),,208041902,LongSpeak DS,,BCONMDW,F,RMA(GL),LPKB DS(Web DMR#W1439295592)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1330pcs UAI&Ship +Affected=1820pcs go CC sorting Non Affecetd=1540pcs UAI&Ship+affected=280pcs go for scrap,2/18/2025 4:35:12 PM,0,2870,2870,280,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1204.00
W1444208737,2/18/2025 3:24:23 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2065,Production Cell#5,N/A,RXBR021343,R24P43449KRTDRW&R24P43926KRTDRW(80353011&80419665),,207624212,V11 DS,,ACONMDW,F,RMA(AL),V11 MDW DS(Web DMR# W1446276999) Pull back for 100% ReIE(Start RMA Retest Lot)(TA#DRW-RMATDDM)(V156E)DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,W1438250116W1440784145,After Glide	 Total Pend MDW FG DS	2065 Scrap	0 DS  Qty=2065pcs	 ,3/1/2025 8:36:07 AM,0,2065,2065,0,Kit Hiong Chan,MDW in=2065pcs FG DS=1715pcs Scrap=350pcs,3/8/2025 5:33:43 PM,0,1715,1715,350,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$1386.00
W1444403248,2/19/2025 8:08:26 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2520,Production Cell#C,RXBR021324,,R25P44119KRTRTV(80454403),,209170004,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(Web DMR#W1444470568)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected Hold for WenSheng+R:Prime RTV Lot,W1445766385,After Cassette Level Sorting Non Affected=805pcs UAI & Ship +Affected=1715pcs go CC sorting Non Affecetd=1225pcs UAI & Ship+affected=426pcs refer to DMR#W1445766385 for rework+scrap=64pcs,2/24/2025 6:23:22 PM,0,2456,2456,64,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$275.20
W1444403345,2/19/2025 8:18:31 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021324,,R25P44118KRTRTV(80454402),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(Web DMR#W1444470568)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected Hold for WenSheng+R:Prime RTV Lot,W1445827686,After Cassette Level Sorting Non Affected=2345pcs UAI & Ship +Affected=3255pcs go CC sorting Non Affecetd=2345pcs UAI & Ship+affected=768pcs refer to DMR#W1445827686 for rework+Scrap=142pcs,2/24/2025 6:16:43 PM,0,5458,5458,142,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$610.60
W1444403475,2/19/2025 8:33:34 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021329,RXBR021355,R25J44087WXIRMA(80450641),,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4487 Flash Reject	316 Test Scrap	657 Total Scrap	973 DS Qty=4487pcs	 ,3/2/2025 9:00:12 AM,0,4487,4487,973,Kit Hiong Chan,Pend MDW FG=4487 Mdw in=4485 MDW yield=55.0% Total in=4487 FG DS=2450 Scrap=2037 CB:C Team,3/18/2025 10:06:15 AM,0,2450,2450,2037,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$11919.60
W1460394640,4/25/2025 1:24:37 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1330,Production Cell#5,RXBR021431,,R25J44412WXIRTV(80497507),,207550001,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSW DS(Web DMR#W1450039565)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected ReIE+MDW+Remarks:Prime RTV Lot,W1460459142,After Cassette Level Sorting+Non Affected=595pcs UAI&Ship+Affected=735pcs go CC sorting+Non Affecetd=630pcs UAI &Ship+affected=104pcs refer to DMR#W1460459142 ReIE+MDW+Scrap=1pc,4/26/2025 10:32:58 AM,0,1329,1329,1,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$3.96
W1460394655,4/25/2025 1:26:46 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5600,Production Cell#5,RXBR021431,,R25J44413WXIRTV(80497508),,207541401,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSW DS Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected go for scrap+Remarks:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=2765pcs UAI&Ship+Affected=2835pcs go CC sorting+Non Affecetd=2695pcs UAI &Ship+affected=140pcs go for scrap,4/26/2025 4:38:39 PM,0,5460,5460,140,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$554.40
W1452452704,3/25/2025 2:14:58 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1260,Production Cell#C,RXBR021371,,R24P43925KRTDRW(80419664),,205317204,V15CMR DS,,BCONMDW,F,RMA(AL),V15CMR DS MDW out as V11 P/N:203688225 pull back for scrap due to  EOL Product,,V15CMR DS MDW out as V11 P/N:203688225 pull back for scrap due to EOL Product Qty=1260pcs,3/25/2025 2:19:01 PM,0,0,0,1260,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$4989.60
W1452453251,3/25/2025 2:17:41 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,840,Production Cell#C,RXBR021371,,R24P43927KRTDRW(80419666),,205317207,V15CMR DS,,BCONMDW,F,RMA(AL),V15CMR DS MDW out as V11 P/N:203688225 pull back for scrap due to EOL Product,,V15CMR DS MDW out as V11 P/N:203688225 pull back for scrap due to EOL Product Qty=840pcs,3/25/2025 2:18:22 PM,0,0,0,840,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$3326.40
W1452684253,3/26/2025 10:24:37 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,4620,Production Cell#7,RXBR021407,,R25P44319KRTRTV,,205839905,MARLIN DS,,ACONMDW,F,RMA(GL),MDSWR DS(Web DMR#W1451136524)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected on Hold for ChianYang Tan+Remarks:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1190pcs UAI&Ship+Affected=3430pcs go CC sorting+Non Affecetd=3360pcs UAI&Ship+Scrap=70pcs,4/8/2025 3:02:07 PM,0,4550,4550,70,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$301.00
W1460459142,4/25/2025 5:53:48 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,349,Production Cell#5,N/A,RXBR021469,R25J44408WXIRTV(80495581),245/104,207550001,CIMARRONBP DS,,ACONMDW,F,RMA(AL),CBPSW DS(Web DMR#W1450039565)After CC Sorting Affected for 100% ReIE(TA#RMADM1)+(C156E)DS P/N:207550000(SA"E"RC)+MDW out as P/N:207550001,W1459518995W1460394640,After Glide	 Total Pend MDW FG DS	349 Scrap	0 DS  Qty=349pcs	 ,5/9/2025 9:31:35 AM,0,349,349,0,Kit Hiong Chan,MDW in=349pcs FG DS=245pcs Scrap=104pcs,5/12/2025 11:18:22 AM,0,245,245,104,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$411.84
W1460650630,4/26/2025 10:40:00 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3713,Production Cell#C,RXBR021447,RXBR021453,R24J43458WXIRMA(80354002),,205767513,Longspeak DS,,BCONMDW,F,RMA(GL),Longspeak for Flash Test(Start RMA REWIPE LOT)(LPK4H)(FFU-RMATDDM)(FLC02)+Wipe+OD Edge Wipe+glide+DS205767506(SA'J'LC)+MDSW outasLongspeak by Pass TA:WE310169AM DS:202142337(FP)/205767503(FK)/05(FL),W1421910553,After Glide	 Total Pend MDW FG DS	2650 Flash Reject	840 Test Scrap	223 Total Scrap	1063 DS Qty=2650pcs	 ,5/1/2025 9:22:02 AM,0,2650,2650,1063,Kit Hiong Chan,MDW IN	2650 Total FG DS	2240 Total Scrap	410 MDW DS Yield	85% ,5/5/2025 9:31:27 AM,0,2240,2240,410,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$6333.90
W1441764506,2/8/2025 6:41:09 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5526,Production Cell#C,RXBR021290,RXBR021304,Pls refer to DMR Attachment,735/967/1231/604/747/1242,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1440678443&W1439244490)Affected go for Burnish Glide(Start SS Retest Lot)(MRL08)(TA:WE502128)SST:205839908(SA"T"QA)+LPE+MDW out as SST:205839937(MX281)+R:Prime RTV Lot,W1441250084W1441248256W1441250003W1441249037W1441250396W1441250264,After Glide	 Total Pend MDW FG DS	5491 Scrap	35 DS  Qty=5491pcs	 ,2/10/2025 2:59:16 PM,0,5491,5491,35,Kit Hiong Chan,MDW IN=5491 Total FG SS=4095 Total Scrap=1396 MDW DS Yield=75% ,2/18/2025 2:05:34 PM,4095,0,4095,1396,Hia Ping Tiang,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$6153.30
W1445700324,2/24/2025 8:22:59 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4198,Production Cell#5,RXBR021337,RXBR021347,R24P43896KRTRMA&R25P44032KRTRMA(80417387&80439719),2100/2098,207624201,V15MR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3376 Flash Reject	502 Test Scrap	320 Total Scrap	822 DS Qty=3376pcs	 ,3/4/2025 9:39:34 AM,0,3376,3376,822,Kit Hiong Chan,MDW IN	3376 Total FG DS	1470 Total Scrap	1906 MDW DS Yield	40% ,3/14/2025 11:38:24 AM,0,1470,1470,1906,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$10802.88
W1441023391,2/5/2025 3:22:13 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,6463,Production Cell#C,RXBR021290,RXBR021294,R25P44078KRTRTV(9400091260),1493/2520/1540/910,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MRL08 DS(Web DMR#W1440678403&W1439244490)Affected go for Burnish Glide(Start SS Retest Lot)(MRL08)(TA:WE501156)SST:205839908(SA"T"QA)+MDW out as SST:205839937(MX281)+R:Prime RTV Lot,W1440784218W1440784219W1440784220W1441013432,After Glide	 Total Pend MDW FG DS	6456 Scrap	7 DS  Qty=6456pcs	 ,2/8/2025 2:40:28 PM,0,6456,6456,7,Kit Hiong Chan,MDW IN=6456 SS Bin 125=4760 Total Scrap=1696 MDW SS Yield=74% ,2/11/2025 1:50:09 PM,4760,0,4760,1696,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$7322.90
W1441070988,2/5/2025 4:18:17 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1400,Production Cell#A,RXBR021290,,R25P43999KRTRTV(80431104),,208558203,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS Pull for Cassette Level Sorting+Non Affected UAI&S hip +Affected go CC sorting Non Affecetd UAI&Ship+affected go for Scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=315pcs UAI&Ship +Affected=1085pcs go CC sorting Non Affecetd=875pcs UAI&Ship+affected=210pcs go for Scrap,2/8/2025 9:39:08 AM,0,1190,1190,210,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$903.00
W1441071283,2/5/2025 4:42:10 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4060,Production Cell#5,RXBR021290,,R25P44075KRTRTV(80445297),,209130010,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS Pull for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI&Ship+affected go for Scrap+R:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=1470pcs UAI&Ship +Affected=2590pcs go CC sorting Non Affecetd=2275pcs UAI&Ship+affected=315pcs go for Scrap,2/8/2025 9:44:16 AM,0,3745,3745,315,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1354.50
W1441071452,2/5/2025 4:51:17 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,70,Production Cell#C,RXBR021290,,R25P44083KRTRTV(80445743),,205869921,MarlinBP DDS,,BCONMDW,F,RMA(GL),MBPBL DS(WebDMR#W1439243941)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=35pcs UAI&Ship+Affected=35pcs go for scrap,2/9/2025 3:54:33 PM,0,35,35,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$150.50
W1441071490,2/5/2025 4:53:27 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,490,Production Cell#A,RXBR021290,,R25P44079KRTRTV(80445240),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap +R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=105pcs UAI&Ship+Affected=385pcs go CC sorting+Non Affecetd=175pcs UAI&Ship+affected=210pcs go for scrap,2/9/2025 3:58:42 PM,0,280,280,210,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$903.00
W1441247766,2/6/2025 9:46:08 AM,Kit Hiong Chan,Void,Woodlands,Customer Returns,1,Production Cell#C, ,,Pls refer to DMR Attachment,,Marlin DS,1,,BCONMDW,F,RMA(GL),-,,,,,,,, ,,,,,,, , , ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
W1440784145,2/4/2025 10:17:16 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2520,Production Cell#5,RXBR021298(H),RXBR021298(M),R24P43449KRTDRW&R24P43926KRTDRW(80353011&80419665),1680/840,207624202,V15CMR DS,,ACONMDW,F,RMA(AL),V15CMR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V11 DS:207624212,W1444208737,After Glide Total Pend MDW FG =1909  Test Scrap =250  Flash Rej =361  Total Scrap =611 ,2/13/2025 10:20:33 AM,0,1909,1909,611,Phuay Cheng Wong,MDW in=1909pcs FG DS=840pcs Scrap=1069pcs,2/13/2025 11:30:35 AM,0,840,840,1069,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$6652.80
W1440784199,2/4/2025 10:44:29 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4340,Production Cell#C,N/A,,R25P44078KRTRTV(80445241),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305914W1441070468,After CL Sorting+Non Affected=245pcs UAI&Ship+Affected=4095pcs go CC sorting+Non Affecetd=2100pcs UAI&Ship+affected=1890pcs(Gp1)refer to DMR#W1441305914&Qty=105pcs refer DMR#W1441070468,2/8/2025 11:37:03 AM,0,4340,4340,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1440784218,2/4/2025 10:46:12 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021290,,R25P44078KRTRTV(9400091260),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441023391W1441070468,Af CL Sorting+Non Affected=560pcs UAI&Ship+Affected=5040pcs go CC sorting+Non Affecetd=3325pcs UAI&Ship+affected=1493pcs(Gp1)refer to DMR#W1441023391&Qty=175pcs refer DMR#W1441070468+scrap=47,2/5/2025 5:04:23 PM,0,5553,5553,47,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$202.10
W1440784219,2/4/2025 10:47:05 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021290,,R25P44078KRTRTV(80445241),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441023391W1441070468,Af CL Sorting+Non Affected=245pcs UAI&Ship+Affected=5355pcs go CC sorting+Non Affecetd=2520pcs UAI&Ship+affected=2520pcs(Gp1)refer to DMR#W1441023391&Qty=210pcs refer DMR#W1441070468+scrap=,2/5/2025 5:26:53 PM,0,5495,5495,105,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$451.50
W1440784220,2/4/2025 10:48:10 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,N/A,,R25P44078KRTRTV(80445241),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441023391W1441070468,After CL Sorting Non Affected=910pcs UAI&Ship+Affected=4690pcs go CC sorting+Non Affecetd=2870pcs UAI&Ship+affected=1540pcs(Gp1)refer to DMR#W1441023391&Qty=280pcs refer DMR#W1441070468,2/6/2025 4:42:36 PM,0,5600,5600,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1441248256,2/6/2025 10:56:35 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5040,Production Cell#C,RXBR021290,,R25P44081KRTRTV(80445741),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441764749,After CL Sorting+Non Affected=1225pcs UAI&Ship+Affected=3815pcs go CC sorting+Non Affecetd=2660pcs UAI&Ship+Affected=967pcs(Gp1)refer to DMR#W1441764506&Qty=140pcs refer DMR#W1441764749+scrap=48pcs,2/9/2025 9:40:49 AM,0,4992,4992,48,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$206.40
W1441249037,2/6/2025 1:35:49 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021290,,R25P44077KRTRTV(80445242),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441764749,After CL Sorting Non Affected=1540pcs UAI&Ship+Affected=4060pcs go CC sorting+Non Affecetd=3080pcs UAI&Ship+Affected=604pcs(Gp1)refer to DMR#W1441764506&Qty=175pcs refer DMR#W1441764749+scrap=201pcs,2/9/2025 1:16:23 PM,0,5399,5399,201,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$864.30
